"NAME","Compañía telefónica","Tecnología","null","Memoria Interna","A prueba de agua","Clasificación Procesador","Cámara frontal","Cámara trasera","Procesador","Tipo de monitor","Resistencia máxima sumergible","Pantalla Touch","Cámaras Integradas","Internet / Multimedia","Garantía del fabricante - Partes","Garantía del fabricante - Mano de Obra","Modelo","Color de Producto","Gama de color","Nombre del Producto","Marca","EAN/UPC","Wireless Charging","Tipo de pantalla","Interfaz","Carga inalámbrica","Modelo de celular","Tarjeta de expansión","Phone Memory (RAM)","Ranura de la tarjeta multimedia","Alto Producto","Ancho Producto","Profundidad Producto","Peso Producto","A prueba de golpes","Salida de auriculares","Tipo de Batería","Usage Time(s)","Sincronización"
"Apple - iPhone XS Reacondicionado - 512 GB - Gris (Desbloqueado) [Online]","Desbloqueado","4G LTE","Sí","512 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Gris Espacial","Space Gray","Apple - iPhone XS Reacondicionado - 512 GB - Gris (Desbloqueado) [Online]","Apple","7502285318939","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Honor - Honor 9A - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","","8 megapixels","13 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","MOA-LX9N","","Azul","Honor - Honor 9A - Azul (Desbloqueado)","Honor","6972453163028","","","","","","","3 GB","","","","","","","","","",""
"Samsung - Galaxy S20 Plus - Plata","","4G","Sí","128 GB","Sí","Samsung","10 megapixels","","Exynos 990","","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","","","Gris","Samsung - Galaxy S20 Plus - Plata","Samsung","8806090315770","Sí","AMOLED","","Qi","Samsung Galaxy S20+ 5G","","8 GB","","","","","","","","","","Bixby, Google Assistant"
"Samsung - Galaxy Note 20 Ultra 4G - Negro","Movistar","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.92 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","","","Negro","Samsung - Galaxy Note 20 Ultra 4G - Negro","Samsung","8806090649035","Sí","AMOLED","USB Type C","","Samsung Galaxy Note20 Ultra 5G","Nano SIM","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Xiaomi - Celular Redmi Note 9S - 64 GB - Gris Interestelar (Desbloqueado)","Desbloqueado","3G, 4G, GSM, LTE","Sí","64 GB","No","Qualcomm","16 megapixels","48 megapixels","","Acelerómetro, Brújula, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wireless A, Wireless AC, Wireless B, Wireless G, Wireless N","3 Meses","3 Meses","XIAOMI REDMI NOTE 9S 4GB 64GB GRIS","Gris Interestelar","Gris","Xiaomi - Celular Redmi Note 9S - 64 GB - Gris Interestelar (Desbloqueado)","Xiaomi","7502288246857","","Otro","USB Type C","","","","4 GB","microSD","16.8 cm","7.6 cm","0.8 cm","0.213 kg","","Sí","Polímero de iones de litio","",""
"Samsung - Galaxy A20s - Rojo","Movistar","4G LTE","No","32 GB","No","Qualcomm","8 megapixels","13 megapixels","Snapdragon 450 (MSM8953)","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A20s","Rojo","Rojo","Samsung - Galaxy A20s - Rojo","Samsung","8806090057106","","Super AMOLED","USB Type C","","","Nano SIM","","microSD","","","","","","","iones de Litio","",""
"Apple - iPhone 8 256 GB Reacondicionado - Rojo (Desbloqueado)","Desbloqueado","4G","Sí","256 GB","Sí","Apple","12 megapixels","7 megapixels","Chip A11 Bionic con arquitectura de 64 bits","Acelerómetro","5 feet","Sí","Sí. Frontal y trasera","Bluetooth","3 Meses","3 Meses","APPLE IPHONE 8 256GB ROJO REA","Rojo","Rojo","Apple - iPhone 8 256 GB Reacondicionado - Rojo (Desbloqueado)","Apple","7502283015595","","Retina","Inalámbrico","","Apple iPhone 8","Nano SIM","","Ninguna","0.15 cm","6.73 cm","0.15 cm","0.15 kg","No","No","iones de Litio","",""
"Apple - iPhone XS - 64 GB Reacondicionado - Gris (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Gris","Gris","Apple - iPhone XS - 64 GB Reacondicionado - Gris (Desbloqueado)","Apple","7502285315525","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Honor - Honor 8A PRO - Verde (AT&T)","AT&T","4G LTE","Sí","32 GB","No","MediaTek","8 megapixels","13 megapixels","MT6765","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Huawei Honor 8A Pro","Verde","Verde","Honor - Honor 8A PRO - Verde (AT&T)","Honor","6901443386116","","","","","","","2 GB","","","","","","","","iones de Litio","",""
"Huawei - P30 - Negro (Desbloqueado)  - Dual SIM","Desbloqueado","4G LTE","Sí","128 GB","No","No Aplicable","32 megapixels","40 megapixels","Kirin 980","Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Huawei P30","Negro","Negro","Huawei - P30 - Negro (Desbloqueado)  - Dual SIM","Huawei","7502285310834","","IPS-LCD","USB","","","Nano SIM","8 GB","","","","","","No","Sí","iones de Litio","",""
"Apple - iPhone XS - 512 GB Reacondicionado - Dorado (Desbloqueado)","Desbloqueado","4G LTE","Sí","512 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 Meses","3 Meses","Apple iPhone XS","Dorado","Dorado","Apple - iPhone XS - 512 GB Reacondicionado - Dorado (Desbloqueado)","Apple","7502285318991","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Motorola - Moto One Fusion 128 GB - Azul (Desbloqueado) - Best Buy","Desbloqueado","4G LTE","No","128 GB","No","Qualcomm","16 megapixels","48 megapixels","710","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2073-2","","Azul","Motorola - Moto One Fusion 128 GB - Azul (Desbloqueado) - Best Buy","Motorola","840023207884","","","USB 2.0","","","","4 GB","microSD","","","","","","Sí","","","Google Assistant"
"Huawei - Y7P - Azul (Desbloqueado)","Desbloqueado","4G LTE","Sí","64 GB","No","","48 megapixels","","","","","Sí","Sí. Frontal y trasera","Wireless A","3 meses","3 meses","","","Azul","Huawei - Y7P - Azul (Desbloqueado)","Huawei","6901443371709","","","","","Huawei Y7","","","microSD","","","","","","Sí","iones de Litio","",""
"Samsung - Galaxy A71 - Plata","","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Plata","Plata","Samsung - Galaxy A71 - Plata","Samsung","8806090238543","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Motorola - Moto E6 Plus - Rojo (Desbloqueado)","Desbloqueado","4G LTE","Sí","32 GB","No","Motorola","8 megapixels","13 megapixels","","Acelerómetro","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2025-1","Rojo","Rojo","Motorola - Moto E6 Plus - Rojo (Desbloqueado)","Motorola","723755135864","No","","USB","","","","","","","","","0.149 kg","No","","iones de Litio","24","SmartThings"
"Honor - Honor 9X Lite - Verde (Desbloqueado)","Desbloqueado","4G LTE","Sí","128 GB","No","ARM","8 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","JSN-L23","","Verde","Honor - Honor 9X Lite - Verde (Desbloqueado)","Honor","6901443394043","","","","","","","4 GB","","","","","","","","","",""
"Xiaomi - Celular Redmi Note 9 - 64 GB - Verde Bosque (Desbloqueado)","Desbloqueado","3G, 4G, GSM","Sí","64 GB","No","MediaTek","13 megapixels","48 megapixels","","Acelerómetro, Brújula, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wireless A, Wireless AC, Wireless B, Wireless G, Wireless N","3 Meses","3 Meses","XIAOMI REDMI NOTE 9 3GB 64GB VERDE","Verde Bosque","Verde","Xiaomi - Celular Redmi Note 9 - 64 GB - Verde Bosque (Desbloqueado)","Xiaomi","7502288247076","","Otro","USB Type C","","","","3 GB","microSD","16.2 cm","7.7 cm","0.8 cm","0.199 kg","","","","",""
"Samsung - Galaxy A11 - Blanco","Movistar","2G, 3G, LTE","Sí","48 GB","No","","8 megapixels","13 megapixels","SDM450, Octa-core (8 núcleos a 1.8 GHz)","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A115MZWEMXO","Blanco","Blanco","Samsung - Galaxy A11 - Blanco","Samsung","8806090540264","","AMOLED","USB Type C","","","","3 GB","","","","","0.110 kg","No","","iones de Litio","","SmartThings"
"ZTE - Blade A5 2020 - Verde (Telcel)","TELCEL","3G, 4G","Sí","16 GB","No","ARM","8 megapixels","13 megapixels","A55","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","3 meses","3 meses","ZTE BLADE A5 2020","Verde","Verde","ZTE - Blade A5 2020 - Verde (Telcel)","ZTE","7506227336104","","TFT-LCD","Micro USB","","","","2 GB","microSD","","","","","","","Litio","",""
"Huawei - P30 - Azul Claro (AT&T)","AT&T","4G LTE","Sí","128 GB","No","No Aplicable","32 megapixels","40 megapixels","Kirin 980","Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","","Azul Claro","Azul","Huawei - P30 - Azul Claro (AT&T)","Huawei","100379136","","IPS-LCD","USB","","","Nano SIM","6 GB","microSD","","","","","No","Sí","iones de Litio","",""
"Motorola - Moto One Zoom - Gris (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","Qualcomm Snapdragon","25 megapixels","48 megapixels","675","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2010-1","Gris","Gris","Motorola - Moto One Zoom - Gris (Telcel)","Motorola","7506227334582","","OLED","USB","","Motorola One","","4 GB","","","","","","","","iones de Litio","",""
"Huawei - Celular Y7p - Negro medianoche (Telcel)","TELCEL","3G, 4G, GSM","Sí","64 GB","No","","8 megapixels","48 megapixels","","","","Sí","Sí. Frontal y trasera","Wireless B, Wireless G, Wireless N","1 Año","1 Año","ART-L28 Y7P NEGRO","Negro Medianoche","Negro","Huawei - Celular Y7p - Negro medianoche (Telcel)","Huawei","7506227337040","","LCD","","","","","4 GB","microSD","15.9 cm","8.1 cm","0.8 cm","0.176 kg","","","","",""
"Samsung - Galaxy A71 - Plata (AT&T)","AT&T","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Plata","Plata","Samsung - Galaxy A71 - Plata (AT&T)","Samsung","7501882628441","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Samsung - Celular Note 20 Ultra 4G - Bronce - Telcel","TELCEL","4G, GSM","Sí","256 GB","Sí","Samsung","","","Exynos 990","Acelerómetro, Barómetro, RGB light sensor, Sensor Giroscópico, Sensor de Proximidad","4.92 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi, Wireless A, Wireless AC, Wireless AX, Wireless B, Wireless G, Wireless N Dual Band","1 año","1 año","","","Bronce","Samsung - Celular Note 20 Ultra 4G - Bronce - Telcel","Samsung","7506227338597","Sí","AMOLED","USB Type C","","Samsung Galaxy Note20 Ultra 5G","Nano SIM","8 GB","","","","","","","","iones de Litio","Todo el día","Bixby, SmartThings"
"Samsung - Galaxy A30s Negro (Telcel)","TELCEL","4G LTE","Sí","32 GB","No","","16 megapixels","5 megapixels","Exynos 7904","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A30s","Negro","Negro","Samsung - Galaxy A30s Negro (Telcel)","Samsung","7506227335121","","Super AMOLED","USB Type C","","","Nano SIM","4 GB","","","","","","","","","",""
"Samsung -   Galaxy A6 Plus -  Negro (Telcel)","TELCEL","4G","Sí","32 GB","No","Qualcomm Snapdragon","24 megapixels","16 megapixels","450","Acelerómetro, Barómetro, Brújula, Sensor Giroscópico, Sensor de Gestos, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A6 Plus","Negro","Negro","Samsung -   Galaxy A6 Plus -  Negro (Telcel)","Samsung","7506227330652","","Super AMOLED Plus","","","","Nano SIM","3 GB","microSD","","","","","No","","iones de Litio","",""
"Motorola - Moto E6 Play - Azul (AT&T)","AT&T","4G LTE","Sí","16 GB","No","Qualcomm","5 megapixels","13 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Moto E6 Play","Azul","Azul","Motorola - Moto E6 Play - Azul (AT&T)","Motorola","07501882626928","","IPS-LCD","","","Motorola Moto E Play (6th Gen.)","Nano SIM","1 GB","","","","","","","","iones de Litio","","Google Assistant"
"Samsung - Galaxy A71 - Negro (AT&T)","AT&T","4G LTE","Sí","128 GB","No","","32 megapixels","","Octa - Core","Acelerómetro, Barómetro, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A71","Negro","Negro","Samsung - Galaxy A71 - Negro (AT&T)","Samsung","7501882628434","","Super AMOLED Plus","","","Samsung Galaxy A71","Nano SIM","6 GB","","16.3 cm","7.6 cm","0.7 cm","0.179 kg","","","","",""
"Xiaomi - Redmi Note 9S - Azul (AT&T)","","3G, 4G, GSM, LTE","Sí","128 GB","No","Qualcomm","16 megapixels","48 megapixels","","Acelerómetro, Brújula, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Wireless A, Wireless AC, Wireless B, Wireless G, Wireless N","Devolución y/o cambio a considerar","Devolución y/o cambio a considerar","M2003J6A1G","Azul","Gris","Xiaomi - Redmi Note 9S - Azul (AT&T)","Xiaomi","7501882631847","","Otro","USB Type C","","","","6 GB","microSD","16.8 cm","7.6 cm","0.8 cm","0.213 kg","","Sí","Polímero de iones de litio","",""
"Huawei - Y9S - Negro (AT&T)","AT&T","4G LTE","Sí","128 GB","No","","16 megapixels","48 megapixels","Huawei Kirin 710F","Acelerómetro, Barómetro, Brújula, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","STK-LX3S Y9S NEGRO","Negro","Negro","Huawei - Y9S - Negro (AT&T)","Huawei","7501882627871","","LCD","USB Type C","","","","6 GB","","","","","","","","iones de Litio","",""
"Motorola - Moto G8 Play - Gris (AT&T)","AT&T","4G LTE","Sí","32 GB","No","MediaTek","13 megapixels","8 megapixels","Helio P70","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT2015-2","Gris","Gris","Motorola - Moto G8 Play - Gris (AT&T)","Motorola","7501882625327","","","USB Type C","","","","2 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy J4 Plus - Negro (AT&T)","AT&T","4G LTE","Sí","32 GB","No","Qualcomm Snapdragon","5 megapixels","13 megapixels","425","Acelerómetro, Barómetro","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung J4 Plus","Negro","Negro","Samsung - Galaxy J4 Plus - Negro (AT&T)","Samsung","7501882620803","","IPS-LCD","","","","","2 GB","microSD","","","","","","","iones de Litio","",""
"Apple - iPhone XS Max 64 GB - Gris Espacial (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS Max","Gris","Gris","Apple - iPhone XS Max 64 GB - Gris Espacial (AT&T)","Apple","190198783127","","Super Retina HD display","","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","","",""
"Apple - iPhone 8 64 GB - Rojo (AT&T)","AT&T","4G","Sí","64 GB","Sí","Apple","12 megapixels","7 megapixels","Chip A11 Bionic con arquitectura de 64 bits","Acelerómetro","0 feet","Sí","Sí. Frontal y trasera","Bluetooth","1 Año","1 Año","6.73","Red","Rojo","Apple - iPhone 8 64 GB - Rojo (AT&T)","Apple","7501882619289","","Super Retina HD display","Inalámbrico","","Apple iPhone 8","Nano SIM","","Ninguna","0.15 cm","6.73 cm","0.15 cm","0.15 kg","No","No","iones de Litio","",""
"Huawei - Y6S - Negro (Telcel)","TELCEL","4G LTE","Sí","64 GB","No","MediaTek","8 megapixels","13 megapixels","MT6765","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","HUAWEI Y6 NEGRO","","Negro","Huawei - Y6S - Negro (Telcel)","Huawei","7506227335794","","Otro","USB","","","","3 GB","","","","","","","","iones de Litio","",""
"Apple - iPhone XS Max 64 GB - Dorado (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS Max","Dorado","Dorado","Apple - iPhone XS Max 64 GB - Dorado (AT&T)","Apple","190198783806","","Super Retina HD display","","","Apple iPhone XS Max","Nano SIM","","","","","","","","Sí","","",""
"Samsung - Galaxy A21s - Rojo (AT&T)","AT&T","4G LTE","Sí","64 GB","No","Samsung","13 megapixels","48 megapixels","S5E3830 (Exynos 850), Octa-core","Acelerómetro, Sensor Geomagnético, Sensor de Proximidad","","No","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A217M","","Rojo","Samsung - Galaxy A21s - Rojo (AT&T)","Samsung","7501882630727","","TFT-LCD","","","Samsung Galaxy A21","","4 GB","","16.3 cm","7.5 cm","0.89 cm","0.192 kg","No","","iones de Litio","23","SmartThings"
"Huawei - Y9S - Azul (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","","16 megapixels","48 megapixels","Huawei Kirin 710F","Acelerómetro, Barómetro, Brújula, Sensor de Proximidad, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","STK-LX3S Y9S AZUL","Azul","Azul","Huawei - Y9S - Azul (Telcel)","Huawei","7506227336098","","LCD","USB Type C","","","","6 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy A7 - Negro (Telcel)","TELCEL","4G LTE","No","64 GB","No","Samsung Exynos","24 megapixels","","Exynos 7885","","","Sí","Sí. Frontal y trasera","Wifi","1 Año","1 Año","Samsung Galaxy A7","Negro","Negro","Samsung - Galaxy A7 - Negro (Telcel)","Samsung","7506227332441","","","Micro USB","","Samsung Galaxy A7","","4 GB","","","","","","","","iones de Litio","",""
"Samsung - Galaxy 01 - Negro (Telcel)","TELCEL","2G, 3G, 4G, GSM, LTE, WCDMA (UMTS)","No","16 GB","No","","5 megapixels","13 megapixels","Octa-core","Acelerómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Galaxy 01","","Negro","Samsung - Galaxy 01 - Negro (Telcel)","Samsung","7506227336647","","TFT-LCD","Micro USB","","","Nano SIM","2 GB","microSD","14.6 cm","7 cm","0.8 cm","0.149 kg","","","","","SmartThings"
"Apple - iPhone XS - 64 GB - Plata (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS","Plata","Plata","Apple - iPhone XS - 64 GB - Plata (AT&T)","Apple","190198791252","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Apple - iPhone 8 64 GB - Oro (AT&T)","AT&T","4G","Sí","64 GB","Sí","Apple","12 megapixels","7 megapixels","Chip A11 Bionic con arquitectura de 64 bits","Acelerómetro","0 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","iPhone 8","Dorado","Dorado","Apple - iPhone 8 64 GB - Oro (AT&T)","Apple","190198451514","","Super Retina HD display","Inalámbrico","","Apple iPhone 8","Nano SIM","","Ninguna","0.15 cm","6.73 cm","0.15 cm","0.15 kg","No","No","iones de Litio","",""
"Motorola - Moto G9 Plus - Azul - ATT","AT&T","4G","Sí","128 GB","No","Qualcomm","","","Qualcomm Snapdragon 730G","Acelerómetro, Sensor Giroscópico, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","XT2087-1","","Azul","Motorola - Moto G9 Plus - Azul - ATT","Motorola","7501882632776","","LTPS-LCD","","","","","4 GB","","","","","0.223 kg","","","iones de Litio","48","Google Assistant"
"OPPO - A9 2020 - CPH1941 - Azul (Telcel)","TELCEL","3G","Sí","128 GB","No","Qualcomm","","","Qualcomm Snapdragon SDM665 Octacore 1.8","Acelerómetro, Sensor Geomagnético, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","","Azul","Azul","OPPO - A9 2020 - CPH1941 - Azul (Telcel)","Oppo","7506227336432","","TFT-LCD","","","","","8 GB","","16.3 cm","","9.1 cm","0.195 kg","","","iones de Litio","","SmartThings"
"Motorola - Moto One Vision - Azul (Telcel)","TELCEL","4G LTE","Sí","128 GB","No","","25 megapixels","48 megapixels","Exynos 9609","Acelerómetro, Barómetro, Sensor de Luz Ambiental, Sensor de Proximidad","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","XT1970-2","Azul","Azul","Motorola - Moto One Vision - Azul (Telcel)","Motorola","7506227333967","","IPS-LCD","USB 2.0","","","","4 GB","microSD","","","","","","","iones de Litio","",""
"Samsung - Galaxy A20s - Azul (AT&T)","AT&T","4G LTE","No","32 GB","No","","8 megapixels","13 megapixels","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Samsung Galaxy A20s","Azul","Azul","Samsung - Galaxy A20s - Azul (AT&T)","Samsung","7501882623552","","","USB Type C","","","","","","","","","","","","","",""
"Apple - iPhone XS - 256 GB - Oro (AT&T)","AT&T","4G LTE","Sí","64 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS","Oro","Oro Rosa","Apple - iPhone XS - 256 GB - Oro (AT&T)","Apple","190198792617","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Motorola - Moto G8 Power - Gris (AT&T)","AT&T","4G LTE","Sí","32 GB","No","","16 megapixels","","","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Moto G8 Power","","Gris","Motorola - Moto G8 Power - Gris (AT&T)","Motorola","7501882628373","","","","","","","","","","","","","","","","",""
"Samsung - Galaxy A11 - Blanco (AT&T)","AT&T","2G, 3G, LTE","Sí","64 GB","No","","8 megapixels","13 megapixels","Qualcomm SDM450, Octa-core (8 núcleos a 1.8 GHz)","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 año","1 año","SM-A115M","Blanco","Blanco","Samsung - Galaxy A11 - Blanco (AT&T)","Samsung","7501882630369","","AMOLED","USB Type C","","","","3 GB","","","","","0.110 kg","No","","iones de Litio","","SmartThings"
"Huawei - Y6S - Azul (ATT)","AT&T","4G LTE","Sí","64 GB","No","MediaTek","8 megapixels","13 megapixels","Mediatek, MT6765, Octa-core: (4 x 2.3GHz + 4 x 1.8GHz)","","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","JAT - LX3","","Azul","Huawei - Y6S - Azul (ATT)","Huawei","7501882629868","","","","","","","3 GB","","","","","","","","iones de Litio","",""
"Apple - iPhone XS - 256 GB - Plata (AT&T)","AT&T","4G LTE","Sí","256 GB","Sí","Apple","7 megapixels","12 megapixels","A12 Chip bionico con motor neuronal de próxima generación","Acelerómetro, Sensor Giroscópico, Sensor de Luz Ambiental, Sensor de Proximidad","5 feet","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","Apple iPhone XS","Plata","Plata","Apple - iPhone XS - 256 GB - Plata (AT&T)","Apple","190198792273","","Super Retina HD display","Lightning","","Apple iPhone XS","Nano SIM","","","","","","","","","iones de Litio","",""
"Samsung - Galaxy J8 - Negro - AT&T","AT&T","4G LTE","Sí","32 GB","No","Qualcomm","16 megapixels","16 megapixels","450","Acelerómetro, Barómetro, Brújula, Sensor de Luz Ambiental, Sensor de huellas dactilares","","Sí","Sí. Frontal y trasera","Bluetooth, Wifi","1 Año","1 Año","J810 NGO","Negro","Negro","Samsung - Galaxy J8 - Negro - AT&T","Samsung","7501882619548","","","","","","Nano SIM","3 GB","microSD","","","","","","Sí","","",""
